"year","date","day","month","site.id","count","tempc","litter.depth.cm","woody.cover.number","number.of.rocks","day.since.rain","position","transaspect","landform.index","terrainshape.index","percent.slope","photsynthetic.active.radiation.percent","soil.water.holding.capacity","lat","lon","species","data.type","time.to.detect","age","survey.conducted","individual.id","survey.id","pass.id","survey.pass"
2010,"5/8/2010",8,5,18.1,0,13.73,2.33,2,3,7,1,0.094,4.563,-0.063,22,0.08,8.12,37.47976171,-91.2753858,"PLSE","count",NA,"NR",1,NA,921,1,"921_1"
2010,"5/8/2010",8,5,10.1,1,13.67,2,3,2,7,1,1.974,2.938,-1.375,7,0.067,13.263,37.46910757,-91.26442046,"PLSE","count",NA,"NR",1,NA,489,1,"489_1"
2010,"5/8/2010",8,5,13.1,1,12.07,2.67,5,21,7,1,1.981,4.813,1.188,27.5,0.206,11.377,37.46665072,-91.26876927,"PLSE","count",NA,"NR",1,NA,652,1,"652_1"
2010,"5/8/2010",8,5,15.1,1,12.2,2.33,2,20,7,1,1.863,3.938,0.688,23.5,0.084,7.445,37.46924014,-91.27581752,"PLSE","count",NA,"NR",1,NA,760,1,"760_1"
2010,"5/8/2010",8,5,11.1,2,11.07,1.67,4,2,7,1,1.987,12.313,-0.063,27,0.07,10.002,37.471976,-91.27119388,"PLSE","count",NA,"NR",1,NA,544,1,"544_1"
2010,"5/8/2010",8,5,11.2,2,12.27,1.67,2,46,7,2,0.125,19.563,6.938,32,0.069,4.676,37.47245679,-91.27006807,"PLSE","count",NA,"NR",1,NA,571,1,"571_1"
2010,"5/8/2010",8,5,18.2,2,15,2.5,0,12,7,2,0.137,22.063,9.188,33,0.105,11.904,37.47905622,-91.27430583,"PLSE","count",NA,"NR",1,NA,948,1,"948_1"
2010,"5/8/2010",8,5,9.2,3,13.53,2.67,3,2,7,2,1.831,8.875,-0.188,26.5,0.151,11.89,37.47102856,-91.26463184,"PLSE","count",NA,"NR",1,NA,462,1,"462_1"
2010,"5/8/2010",8,5,14.2,3,12.53,1.5,3,27,7,2,1.22,13.563,0.125,31,0.166,7.113,37.47099097,-91.2740393,"PLSE","count",NA,"NR",1,NA,733,1,"733_1"
2010,"5/9/2010",9,5,1.1,0,12.47,2,1,10,8,1,1.694,2.313,-1.625,12,0.094,9.316,37.48009089,-91.27011763,"PLSE","count",NA,"NR",1,NA,6,1,"6_1"
2010,"5/9/2010",9,5,1.2,0,12.27,2.17,4,3,8,2,0.792,15.688,1,30.5,0.134,6.401,37.48017658,-91.26886121,"PLSE","count",NA,"NR",1,NA,32,1,"32_1"
2010,"5/9/2010",9,5,3.1,0,12.93,2.17,7,27,8,1,1.073,6.375,-2.938,23.5,0.054,10.331,37.47836537,-91.26763985,"PLSE","count",NA,"NR",1,NA,113,1,"113_1"
2010,"5/9/2010",9,5,3.2,0,13.13,1.67,4,17,8,2,1.405,10.813,-1.063,34,0.07,11.828,37.47778679,-91.26662204,"PLSE","count",NA,"NR",1,NA,140,1,"140_1"
2010,"5/9/2010",9,5,5.2,0,13,1.33,2,3,8,2,1.565,14.125,2.688,31,0.072,9.315,37.48067256,-91.27277731,"PLSE","count",NA,"NR",1,NA,248,1,"248_1"
2010,"5/9/2010",9,5,6.2,0,9.87,1.33,3,13,8,2,1.86,14.188,2.938,39,0.117,9.872,37.47571404,-91.26445053,"PLSE","count",NA,"NR",1,NA,301,1,"301_1"
2010,"5/9/2010",9,5,7.1,0,10.27,2,1,36,8,1,0.519,9,-0.5,27,0.129,8.078,37.47350367,-91.2671717,"PLSE","count",NA,"NR",1,NA,328,1,"328_1"
2010,"5/9/2010",9,5,7.2,0,10.33,2,6,3,8,2,1.145,18.25,13.188,23,0.184,8.835,37.47252487,-91.26684986,"PLSE","count",NA,"NR",1,NA,355,1,"355_1"
2010,"5/9/2010",9,5,19.1,0,7.4,3.33,4,5,8,1,1.863,6.125,-0.375,26.5,0.082,10.295,37.47087035,-91.2679177,"PLSE","count",NA,"NR",1,NA,976,1,"976_1"
2010,"5/9/2010",9,5,19.2,0,9.13,1.83,3,3,8,2,1.763,13,2.563,24.5,0.063,12.653,37.47040888,-91.26905441,"PLSE","count",NA,"NR",1,NA,1003,1,"1003_1"
2010,"5/9/2010",9,5,20.2,0,11.2,1.33,1,10,8,2,0.094,14.563,0.063,34.5,0.073,12.923,37.46844732,-91.26909309,"PLSE","count",NA,"NR",1,NA,1057,1,"1057_1"
2010,"5/9/2010",9,5,4.1,1,11.6,1.67,0,16,8,1,0.925,4.938,1.188,20,0.051,12.431,37.47625498,-91.25920405,"PLSE","count",NA,"NR",1,NA,167,1,"167_1"
2010,"5/9/2010",9,5,4.2,1,11.8,3.17,2,0,8,2,1.852,12.875,5.188,23,0.196,6.632,37.47525567,-91.25935509,"PLSE","count",NA,"NR",1,NA,194,1,"194_1"
2010,"5/9/2010",9,5,6.1,1,9,1.5,5,8,8,1,1.819,3.75,-2,28,0.17,7.468,37.47545396,-91.26568972,"PLSE","count",NA,"NR",1,NA,274,1,"274_1"
2010,"5/9/2010",9,5,5.1,2,11.6,2.67,5,1,8,1,1.936,2.563,0.063,7,0.088,9.815,37.48135629,-91.27369574,"PLSE","count",NA,"NR",1,NA,221,1,"221_1"
2010,"5/9/2010",9,5,8.1,2,9.33,2.17,3,5,8,1,1.578,3.188,0.625,19,0.053,9.889,37.47336106,-91.26483266,"PLSE","count",NA,"NR",1,NA,382,1,"382_1"
2010,"5/9/2010",9,5,8.2,2,9.33,1.67,4,11,8,2,1.926,12.625,3.438,30,0.079,11.844,37.47362364,-91.26361045,"PLSE","count",NA,"NR",1,NA,409,1,"409_1"
2010,"5/9/2010",9,5,20.1,4,12,2,5,54,8,1,0.107,2.938,-0.625,26,0.099,10.095,37.46798559,-91.27023905,"PLSE","count",NA,"NR",1,NA,1030,1,"1030_1"
2010,"5/17/2010",17,5,16.1,0,16.07,1.67,1,35,1,1,0.047,7.25,0.125,30,0.097,4.507,37.46821881,-91.27175712,"PLSE","count",NA,"NR",1,NA,823,1,"823_1"
2010,"5/17/2010",17,5,8.1,1,15.13,2.5,3,3,1,1,1.578,3.188,0.625,19,0.053,9.889,37.47336106,-91.26483266,"PLSE","count",NA,"NR",1,NA,391,1,"391_1"
2010,"5/17/2010",17,5,17.1,1,15.73,1.5,1,6,1,1,0.291,1.375,-0.5,17.5,0.203,8.031,37.46555043,-91.27171563,"PLSE","count",NA,"NR",1,NA,877,1,"877_1"
2010,"5/17/2010",17,5,20.1,1,14.13,2,3,8,1,1,0.107,2.938,-0.625,26,0.099,10.095,37.46798559,-91.27023905,"PLSE","count",NA,"NR",1,NA,1038,1,"1038_1"
2010,"5/17/2010",17,5,20.2,1,15.67,1.83,5,25,1,2,0.094,14.563,0.063,34.5,0.073,12.923,37.46844732,-91.26909309,"PLSE","count",NA,"NR",1,NA,1065,1,"1065_1"
2010,"5/17/2010",17,5,3.1,2,14.53,2.17,1,6,1,1,1.073,6.375,-2.938,23.5,0.054,10.331,37.47836537,-91.26763985,"PLSE","count",NA,"NR",1,NA,121,1,"121_1"
2010,"5/17/2010",17,5,3.2,2,15.4,1.33,3,18,1,2,1.405,10.813,-1.063,34,0.07,11.828,37.47778679,-91.26662204,"PLSE","count",NA,"NR",1,NA,148,1,"148_1"
2010,"5/17/2010",17,5,13.2,2,16.07,1.83,2,4,1,2,1.056,6.063,1.25,30,0.049,11.759,37.46575438,-91.26817544,"PLSE","count",NA,"NR",1,NA,688,1,"688_1"
2010,"5/17/2010",17,5,17.2,2,16.87,2,3,6,1,2,0.034,9.063,0.813,28,0.071,7.874,37.46518227,-91.27289384,"PLSE","count",NA,"NR",1,NA,904,1,"904_1"
2010,"5/17/2010",17,5,7.1,3,15.33,2,0,35,1,1,0.519,9,-0.5,27,0.129,8.078,37.47350367,-91.2671717,"PLSE","count",NA,"NR",1,NA,337,1,"337_1"
2010,"5/17/2010",17,5,7.2,3,15.6,1.33,1,13,1,2,1.145,18.25,13.188,23,0.184,8.835,37.47252487,-91.26684986,"PLSE","count",NA,"NR",1,NA,364,1,"364_1"
2010,"5/17/2010",17,5,16.2,3,15.87,2,0,22,1,2,0.049,10.25,-1.438,27.5,0.065,9.306,37.4676649,-91.27281487,"PLSE","count",NA,"NR",1,NA,850,1,"850_1"
2010,"5/17/2010",17,5,19.2,3,16.27,1.83,1,2,1,2,1.763,13,2.563,24.5,0.063,12.653,37.47040888,-91.26905441,"PLSE","count",NA,"NR",1,NA,1012,1,"1012_1"
2010,"5/17/2010",17,5,1.2,4,13.73,2.5,1,7,1,2,0.792,15.688,1,30.5,0.134,6.401,37.48017658,-91.26886121,"PLSE","count",NA,"NR",1,NA,40,1,"40_1"
2010,"5/17/2010",17,5,13.1,4,17.13,1.5,5,1,1,1,1.981,4.813,1.188,27.5,0.206,11.377,37.46665072,-91.26876927,"PLSE","count",NA,"NR",1,NA,661,1,"661_1"
2010,"5/17/2010",17,5,6.1,7,14.6,2,1,10,1,1,1.819,3.75,-2,28,0.17,7.468,37.47545396,-91.26568972,"PLSE","count",NA,"NR",1,NA,283,1,"283_1"
2010,"5/17/2010",17,5,6.2,7,15.07,1.83,4,11,1,2,1.86,14.188,2.938,39,0.117,9.872,37.47571404,-91.26445053,"PLSE","count",NA,"NR",1,NA,310,1,"310_1"
2010,"5/17/2010",17,5,19.1,7,17.33,1.33,1,1,1,1,1.863,6.125,-0.375,26.5,0.082,10.295,37.47087035,-91.2679177,"PLSE","count",NA,"NR",1,NA,985,1,"985_1"
2010,"5/17/2010",17,5,1.1,9,13.67,2.17,4,18,1,1,1.694,2.313,-1.625,12,0.094,9.316,37.48009089,-91.27011763,"PLSE","count",NA,"NR",1,NA,14,1,"14_1"
2010,"5/17/2010",17,5,8.2,11,14.93,1.83,0,19,1,2,1.926,12.625,3.438,30,0.079,11.844,37.47362364,-91.26361045,"PLSE","count",NA,"NR",1,NA,418,1,"418_1"
2010,"5/18/2010",18,5,2.2,0,17,1.5,2,3,2,2,1.354,7.125,-0.813,19,0.092,7.329,37.47715833,-91.26983286,"PLSE","count",NA,"NR",1,NA,94,1,"94_1"
2010,"5/18/2010",18,5,4.1,0,10.73,2.5,3,16,2,1,0.925,4.938,1.188,20,0.051,12.431,37.47625498,-91.25920405,"PLSE","count",NA,"NR",1,NA,176,1,"176_1"
2010,"5/18/2010",18,5,4.2,0,11.27,2.67,3,4,2,2,1.852,12.875,5.188,23,0.196,6.632,37.47525567,-91.25935509,"PLSE","count",NA,"NR",1,NA,203,1,"203_1"
2010,"5/18/2010",18,5,2.1,1,15.6,2,1,12,2,1,1.542,7.75,1.625,23.5,0.105,8.6,37.47746788,-91.27104415,"PLSE","count",NA,"NR",1,NA,67,1,"67_1"
2010,"5/18/2010",18,5,10.1,1,12.47,2.17,1,0,2,1,1.974,2.938,-1.375,7,0.067,13.263,37.46910757,-91.26442046,"PLSE","count",NA,"NR",1,NA,500,1,"500_1"
2010,"5/18/2010",18,5,12.1,1,14.53,2.17,3,13,2,1,1.707,6.563,-1.188,25.5,0.045,7.509,37.46898788,-91.26663224,"PLSE","count",NA,"NR",1,NA,608,1,"608_1"
2010,"5/18/2010",18,5,14.1,1,15.87,1.67,1,15,2,1,0.293,12.188,-1.188,33,0.422,7.536,37.47125057,-91.27280423,"PLSE","count",NA,"NR",1,NA,716,1,"716_1"
2010,"5/18/2010",18,5,5.2,2,12.47,2.33,1,0,2,2,1.565,14.125,2.688,31,0.072,9.315,37.48067256,-91.27277731,"PLSE","count",NA,"NR",1,NA,257,1,"257_1"
2010,"5/18/2010",18,5,12.2,2,15.27,2.5,4,30,2,2,0.049,15,1.063,34,0.061,9.679,37.46850025,-91.26774154,"PLSE","count",NA,"NR",1,NA,635,1,"635_1"
2010,"5/18/2010",18,5,18.1,2,15,2.5,1,18,2,1,0.094,4.563,-0.063,22,0.08,8.12,37.47976171,-91.2753858,"PLSE","count",NA,"NR",1,NA,932,1,"932_1"
2010,"5/18/2010",18,5,9.1,3,14.6,2.33,1,0,2,1,1.819,5,0,18,0.06,9.599,37.47055512,-91.26574709,"PLSE","count",NA,"NR",1,NA,446,1,"446_1"
2010,"5/18/2010",18,5,15.1,3,17.47,2.17,4,13,2,1,1.863,3.938,0.688,23.5,0.084,7.445,37.46924014,-91.27581752,"PLSE","count",NA,"NR",1,NA,769,1,"769_1"
2010,"5/18/2010",18,5,5.1,4,11.2,2.83,4,0,2,1,1.936,2.563,0.063,7,0.088,9.815,37.48135629,-91.27369574,"PLSE","count",NA,"NR",1,NA,230,1,"230_1"
2010,"5/18/2010",18,5,9.2,5,13.47,2.83,3,6,2,2,1.831,8.875,-0.188,26.5,0.151,11.89,37.47102856,-91.26463184,"PLSE","count",NA,"NR",1,NA,473,1,"473_1"
2010,"5/18/2010",18,5,14.2,5,16.67,1.67,1,31,2,2,1.22,13.563,0.125,31,0.166,7.113,37.47099097,-91.2740393,"PLSE","count",NA,"NR",1,NA,743,1,"743_1"
2010,"5/18/2010",18,5,15.2,5,15.73,3,4,1,2,2,1.837,10.875,2,20.5,0.06,12.351,37.46880057,-91.27466095,"PLSE","count",NA,"NR",1,NA,796,1,"796_1"
2010,"5/18/2010",18,5,11.1,6,15.73,3.17,4,0,2,1,1.987,12.313,-0.063,27,0.07,10.002,37.471976,-91.27119388,"PLSE","count",NA,"NR",1,NA,554,1,"554_1"
2010,"5/18/2010",18,5,10.2,7,13.6,2.17,2,25,2,2,0.603,4.313,-1.875,30.5,0.108,6.788,37.46821352,-91.26381414,"PLSE","count",NA,"NR",1,NA,527,1,"527_1"
2010,"5/18/2010",18,5,18.2,8,15.4,1.5,1,15,2,2,0.137,22.063,9.188,33,0.105,11.904,37.47905622,-91.27430583,"PLSE","count",NA,"NR",1,NA,959,1,"959_1"
2010,"5/18/2010",18,5,11.2,16,15.53,1.5,2,143,2,2,0.125,19.563,6.938,32,0.069,4.676,37.47245679,-91.27006807,"PLSE","count",NA,"NR",1,NA,581,1,"581_1"
2010,"9/10/2010",10,9,7.1,1,22.67,2,4,12,1,1,0.519,9,-0.5,27,0.129,8.078,37.47350367,-91.2671717,"PLSE","count",NA,"NR",1,NA,330,1,"330_1"
2010,"9/10/2010",10,9,20.1,1,18.27,2.67,4,3,1,1,0.107,2.938,-0.625,26,0.099,10.095,37.46798559,-91.27023905,"PLSE","count",NA,"NR",1,NA,1031,1,"1031_1"
2010,"9/10/2010",10,9,20.2,1,19.73,1.5,6,8,1,2,0.094,14.563,0.063,34.5,0.073,12.923,37.46844732,-91.26909309,"PLSE","count",NA,"NR",1,NA,1058,1,"1058_1"
2010,"9/10/2010",10,9,3.2,2,23.4,1.33,6,17,1,2,1.405,10.813,-1.063,34,0.07,11.828,37.47778679,-91.26662204,"PLSE","count",NA,"NR",1,NA,141,1,"141_1"
2010,"9/10/2010",10,9,4.1,3,23.13,2.5,9,10,1,1,0.925,4.938,1.188,20,0.051,12.431,37.47625498,-91.25920405,"PLSE","count",NA,"NR",1,NA,168,1,"168_1"
2010,"9/10/2010",10,9,6.2,3,22.6,1.33,8,7,1,2,1.86,14.188,2.938,39,0.117,9.872,37.47571404,-91.26445053,"PLSE","count",NA,"NR",1,NA,303,1,"303_1"
2010,"9/10/2010",10,9,8.1,3,22.13,2.5,5,0,1,1,1.578,3.188,0.625,19,0.053,9.889,37.47336106,-91.26483266,"PLSE","count",NA,"NR",1,NA,384,1,"384_1"
2010,"9/10/2010",10,9,4.2,4,23.33,2.83,12,0,1,2,1.852,12.875,5.188,23,0.196,6.632,37.47525567,-91.25935509,"PLSE","count",NA,"NR",1,NA,195,1,"195_1"
2010,"9/10/2010",10,9,7.2,4,23.2,1.83,6,0,1,2,1.145,18.25,13.188,23,0.184,8.835,37.47252487,-91.26684986,"PLSE","count",NA,"NR",1,NA,357,1,"357_1"
2010,"9/10/2010",10,9,1.1,5,24.07,2.33,8,5,1,1,1.694,2.313,-1.625,12,0.094,9.316,37.48009089,-91.27011763,"PLSE","count",NA,"NR",1,NA,7,1,"7_1"
2010,"9/10/2010",10,9,6.1,5,21.33,3.17,10,0,1,1,1.819,3.75,-2,28,0.17,7.468,37.47545396,-91.26568972,"PLSE","count",NA,"NR",1,NA,276,1,"276_1"
2010,"9/10/2010",10,9,8.2,6,23.47,1,1,7,1,2,1.926,12.625,3.438,30,0.079,11.844,37.47362364,-91.26361045,"PLSE","count",NA,"NR",1,NA,411,1,"411_1"
2010,"9/10/2010",10,9,3.1,8,23.33,1.67,6,1,1,1,1.073,6.375,-2.938,23.5,0.054,10.331,37.47836537,-91.26763985,"PLSE","count",NA,"NR",1,NA,114,1,"114_1"
2010,"9/10/2010",10,9,1.2,9,23.4,2,8,6,1,2,0.792,15.688,1,30.5,0.134,6.401,37.48017658,-91.26886121,"PLSE","count",NA,"NR",1,NA,33,1,"33_1"
2010,"9/11/2010",11,9,13.2,2,20.8,2.33,6,6,1,2,1.056,6.063,1.25,30,0.049,11.759,37.46575438,-91.26817544,"PLSE","count",NA,"NR",1,NA,681,1,"681_1"
2010,"9/11/2010",11,9,14.1,2,23.9,3.17,11,9,1,1,0.293,12.188,-1.188,33,0.422,7.536,37.47125057,-91.27280423,"PLSE","count",NA,"NR",1,NA,709,1,"709_1"
2010,"9/11/2010",11,9,16.1,2,22.63,2.33,12,12,1,1,0.047,7.25,0.125,30,0.097,4.507,37.46821881,-91.27175712,"PLSE","count",NA,"NR",1,NA,816,1,"816_1"
2010,"9/11/2010",11,9,5.1,3,20.13,2.17,8,4,1,1,1.936,2.563,0.063,7,0.088,9.815,37.48135629,-91.27369574,"PLSE","count",NA,"NR",1,NA,222,1,"222_1"
2010,"9/11/2010",11,9,10.2,3,23.27,2,3,10,1,2,0.603,4.313,-1.875,30.5,0.108,6.788,37.46821352,-91.26381414,"PLSE","count",NA,"NR",1,NA,520,1,"520_1"
2010,"9/11/2010",11,9,15.1,3,23.07,3.17,8,2,1,1,1.863,3.938,0.688,23.5,0.084,7.445,37.46924014,-91.27581752,"PLSE","count",NA,"NR",1,NA,762,1,"762_1"
2010,"9/11/2010",11,9,15.2,3,22.27,3.33,14,0,1,2,1.837,10.875,2,20.5,0.06,12.351,37.46880057,-91.27466095,"PLSE","count",NA,"NR",1,NA,789,1,"789_1"
2010,"9/11/2010",11,9,2.1,4,22,3.17,6,2,1,1,1.542,7.75,1.625,23.5,0.105,8.6,37.47746788,-91.27104415,"PLSE","count",NA,"NR",1,NA,60,1,"60_1"
2010,"9/11/2010",11,9,9.2,4,22.67,1.83,15,0,1,2,1.831,8.875,-0.188,26.5,0.151,11.89,37.47102856,-91.26463184,"PLSE","count",NA,"NR",1,NA,466,1,"466_1"
2010,"9/11/2010",11,9,11.1,4,21.9,2.5,5,6,1,1,1.987,12.313,-0.063,27,0.07,10.002,37.471976,-91.27119388,"PLSE","count",NA,"NR",1,NA,547,1,"547_1"
2010,"9/11/2010",11,9,11.2,4,21.47,2.67,5,4,1,2,0.125,19.563,6.938,32,0.069,4.676,37.47245679,-91.27006807,"PLSE","count",NA,"NR",1,NA,574,1,"574_1"
2010,"9/11/2010",11,9,12.2,4,23.5,3.83,14,13,1,2,0.049,15,1.063,34,0.061,9.679,37.46850025,-91.26774154,"PLSE","count",NA,"NR",1,NA,628,1,"628_1"
2010,"9/11/2010",11,9,13.1,4,20.53,0.83,8,3,1,1,1.981,4.813,1.188,27.5,0.206,11.377,37.46665072,-91.26876927,"PLSE","count",NA,"NR",1,NA,654,1,"654_1"
2010,"9/11/2010",11,9,18.1,4,23.2,4.5,9,7,1,1,0.094,4.563,-0.063,22,0.08,8.12,37.47976171,-91.2753858,"PLSE","count",NA,"NR",1,NA,925,1,"925_1"
2010,"9/11/2010",11,9,12.1,5,23.23,2.17,12,11,1,1,1.707,6.563,-1.188,25.5,0.045,7.509,37.46898788,-91.26663224,"PLSE","count",NA,"NR",1,NA,601,1,"601_1"
2010,"9/11/2010",11,9,16.2,5,23.1,3.17,12,13,1,2,0.049,10.25,-1.438,27.5,0.065,9.306,37.4676649,-91.27281487,"PLSE","count",NA,"NR",1,NA,843,1,"843_1"
2010,"9/11/2010",11,9,2.2,6,23.73,1.67,12,1,1,2,1.354,7.125,-0.813,19,0.092,7.329,37.47715833,-91.26983286,"PLSE","count",NA,"NR",1,NA,87,1,"87_1"
2010,"9/11/2010",11,9,5.2,6,21.8,3.5,9,7,1,2,1.565,14.125,2.688,31,0.072,9.315,37.48067256,-91.27277731,"PLSE","count",NA,"NR",1,NA,249,1,"249_1"
2010,"9/11/2010",11,9,10.1,6,23.5,3.17,7,2,1,1,1.974,2.938,-1.375,7,0.067,13.263,37.46910757,-91.26442046,"PLSE","count",NA,"NR",1,NA,493,1,"493_1"
2010,"9/11/2010",11,9,14.2,6,22.87,2.67,11,67,1,2,1.22,13.563,0.125,31,0.166,7.113,37.47099097,-91.2740393,"PLSE","count",NA,"NR",1,NA,736,1,"736_1"
2010,"9/11/2010",11,9,17.1,6,22.6,2,9,5,1,1,0.291,1.375,-0.5,17.5,0.203,8.031,37.46555043,-91.27171563,"PLSE","count",NA,"NR",1,NA,870,1,"870_1"
2010,"9/11/2010",11,9,17.2,6,23.33,1.5,8,21,1,2,0.034,9.063,0.813,28,0.071,7.874,37.46518227,-91.27289384,"PLSE","count",NA,"NR",1,NA,897,1,"897_1"
2010,"9/11/2010",11,9,19.2,7,21.5,4,13,2,1,2,1.763,13,2.563,24.5,0.063,12.653,37.47040888,-91.26905441,"PLSE","count",NA,"NR",1,NA,1005,1,"1005_1"
2010,"9/11/2010",11,9,19.1,8,22.5,2.17,7,2,1,1,1.863,6.125,-0.375,26.5,0.082,10.295,37.47087035,-91.2679177,"PLSE","count",NA,"NR",1,NA,978,1,"978_1"
2010,"9/11/2010",11,9,9.1,10,22.73,2.5,10,1,1,1,1.819,5,0,18,0.06,9.599,37.47055512,-91.26574709,"PLSE","count",NA,"NR",1,NA,439,1,"439_1"
2010,"9/11/2010",11,9,18.2,12,23,3.83,20,31,1,2,0.137,22.063,9.188,33,0.105,11.904,37.47905622,-91.27430583,"PLSE","count",NA,"NR",1,NA,952,1,"952_1"
2010,"9/15/2010",15,9,4.1,0,21.93,1.83,2,36,4,1,0.925,4.938,1.188,20,0.051,12.431,37.47625498,-91.25920405,"PLSE","count",NA,"NR",1,NA,173,1,"173_1"
2010,"9/15/2010",15,9,4.2,0,21.47,2,2,10,4,2,1.852,12.875,5.188,23,0.196,6.632,37.47525567,-91.25935509,"PLSE","count",NA,"NR",1,NA,200,1,"200_1"
2010,"9/15/2010",15,9,5.1,0,22,3.5,7,1,4,1,1.936,2.563,0.063,7,0.088,9.815,37.48135629,-91.27369574,"PLSE","count",NA,"NR",1,NA,227,1,"227_1"
2010,"9/15/2010",15,9,5.2,0,25,3.17,5,1,4,2,1.565,14.125,2.688,31,0.072,9.315,37.48067256,-91.27277731,"PLSE","count",NA,"NR",1,NA,254,1,"254_1"
2010,"9/15/2010",15,9,6.1,0,22.87,2.83,5,10,4,1,1.819,3.75,-2,28,0.17,7.468,37.47545396,-91.26568972,"PLSE","count",NA,"NR",1,NA,280,1,"280_1"
2010,"9/15/2010",15,9,7.1,0,22.6,1.33,2,60,4,1,0.519,9,-0.5,27,0.129,8.078,37.47350367,-91.2671717,"PLSE","count",NA,"NR",1,NA,335,1,"335_1"
2010,"9/15/2010",15,9,16.1,0,24.4,1.17,2,21,4,1,0.047,7.25,0.125,30,0.097,4.507,37.46821881,-91.27175712,"PLSE","count",NA,"NR",1,NA,821,1,"821_1"
2010,"9/15/2010",15,9,20.1,0,21.8,2,2,15,4,1,0.107,2.938,-0.625,26,0.099,10.095,37.46798559,-91.27023905,"PLSE","count",NA,"NR",1,NA,1036,1,"1036_1"
2010,"9/15/2010",15,9,3.2,1,20.47,2,2,2,4,2,1.405,10.813,-1.063,34,0.07,11.828,37.47778679,-91.26662204,"PLSE","count",NA,"NR",1,NA,146,1,"146_1"
2010,"9/15/2010",15,9,7.2,1,21.87,1.33,3,4,4,2,1.145,18.25,13.188,23,0.184,8.835,37.47252487,-91.26684986,"PLSE","count",NA,"NR",1,NA,362,1,"362_1"
2010,"9/15/2010",15,9,1.1,2,21.33,1.83,0,17,4,1,1.694,2.313,-1.625,12,0.094,9.316,37.48009089,-91.27011763,"PLSE","count",NA,"NR",1,NA,12,1,"12_1"
2010,"9/15/2010",15,9,8.1,2,21.8,2.67,4,2,4,1,1.578,3.188,0.625,19,0.053,9.889,37.47336106,-91.26483266,"PLSE","count",NA,"NR",1,NA,388,1,"388_1"
2010,"9/15/2010",15,9,1.2,3,21.87,2.17,5,2,4,2,0.792,15.688,1,30.5,0.134,6.401,37.48017658,-91.26886121,"PLSE","count",NA,"NR",1,NA,38,1,"38_1"
2010,"9/15/2010",15,9,8.2,3,21.47,2.17,5,0,4,2,1.926,12.625,3.438,30,0.079,11.844,37.47362364,-91.26361045,"PLSE","count",NA,"NR",1,NA,415,1,"415_1"
2010,"9/15/2010",15,9,16.2,3,22.4,2,6,9,4,2,0.049,10.25,-1.438,27.5,0.065,9.306,37.4676649,-91.27281487,"PLSE","count",NA,"NR",1,NA,848,1,"848_1"
2010,"9/15/2010",15,9,3.1,5,19.4,2.17,8,3,4,1,1.073,6.375,-2.938,23.5,0.054,10.331,37.47836537,-91.26763985,"PLSE","count",NA,"NR",1,NA,119,1,"119_1"
2010,"9/15/2010",15,9,6.2,6,21.4,2.67,3,41,4,2,1.86,14.188,2.938,39,0.117,9.872,37.47571404,-91.26445053,"PLSE","count",NA,"NR",1,NA,307,1,"307_1"
2010,"9/16/2010",16,9,2.1,0,22.27,2.67,1,0,1,1,1.542,7.75,1.625,23.5,0.105,8.6,37.47746788,-91.27104415,"PLSE","count",NA,"NR",1,NA,65,1,"65_1"
2010,"9/16/2010",16,9,12.1,1,20.67,2.67,3,5,1,1,1.707,6.563,-1.188,25.5,0.045,7.509,37.46898788,-91.26663224,"PLSE","count",NA,"NR",1,NA,606,1,"606_1"
2010,"9/16/2010",16,9,14.1,1,21.93,0.67,3,28,1,1,0.293,12.188,-1.188,33,0.422,7.536,37.47125057,-91.27280423,"PLSE","count",NA,"NR",1,NA,713,1,"713_1"
2010,"9/16/2010",16,9,20.2,1,18.07,0.67,2,36,1,2,0.094,14.563,0.063,34.5,0.073,12.923,37.46844732,-91.26909309,"PLSE","count",NA,"NR",1,NA,1064,1,"1064_1"
2010,"9/16/2010",16,9,10.2,2,21,2.33,1,19,1,2,0.603,4.313,-1.875,30.5,0.108,6.788,37.46821352,-91.26381414,"PLSE","count",NA,"NR",1,NA,525,1,"525_1"
2010,"9/16/2010",16,9,12.2,2,20.67,2.83,2,8,1,2,0.049,15,1.063,34,0.061,9.679,37.46850025,-91.26774154,"PLSE","count",NA,"NR",1,NA,633,1,"633_1"
2010,"9/16/2010",16,9,17.1,2,18.2,1.67,2,3,1,1,0.291,1.375,-0.5,17.5,0.203,8.031,37.46555043,-91.27171563,"PLSE","count",NA,"NR",1,NA,876,1,"876_1"
2010,"9/16/2010",16,9,2.2,3,21.67,1.5,4,1,1,2,1.354,7.125,-0.813,19,0.092,7.329,37.47715833,-91.26983286,"PLSE","count",NA,"NR",1,NA,92,1,"92_1"
2010,"9/16/2010",16,9,9.1,3,20.53,2.17,1,0,1,1,1.819,5,0,18,0.06,9.599,37.47055512,-91.26574709,"PLSE","count",NA,"NR",1,NA,444,1,"444_1"
2010,"9/16/2010",16,9,18.1,3,19.27,2,3,10,1,1,0.094,4.563,-0.063,22,0.08,8.12,37.47976171,-91.2753858,"PLSE","count",NA,"NR",1,NA,930,1,"930_1"
2010,"9/16/2010",16,9,19.1,3,18.4,3.33,2,10,1,1,1.863,6.125,-0.375,26.5,0.082,10.295,37.47087035,-91.2679177,"PLSE","count",NA,"NR",1,NA,984,1,"984_1"
