"site.id","lat","lon","elevation_ft","state","county","survey.id","year","month","day","date","start.datetime","end.datetime","duration","site.dry","survey.conducted","num.obs","start.weather","start.wind","start.airtemp","start.watertemp","start.width_m","end.weather","end.wind","end.airtemp","end.watertemp","end.width_m","start.domsubst","start.subdomsubst","end.domsubst","end.subdomsubst","morphology.types","trackname","track.distance_m","confidence.historic.loc","notes","survey.type","distance","data.type","individual.id","pass.id","survey.pass","species","age","count","time.to.detect"
"Site 23 - Middle Quartzville Creek",44.568514,-122.403601,422,"Oregon","Linn County",27,2022,6,22,"2022-06-22","2022-06-22 9:15","2022-06-22 9:23",8,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"27_1","RAAU","adult",NA,NA
"Site 23 - Middle Quartzville Creek",44.568514,-122.403601,422,"Oregon","Linn County",27,2022,6,22,"2022-06-22","2022-06-22 9:15","2022-06-22 9:23",8,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"27_1","RAAU","juvenile",NA,NA
"Site 23 - Middle Quartzville Creek",44.568514,-122.403601,422,"Oregon","Linn County",27,2022,6,22,"2022-06-22","2022-06-22 9:15","2022-06-22 9:23",8,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"27_1","RAAU","larva",NA,NA
"Site 23 - Middle Quartzville Creek",44.568514,-122.403601,422,"Oregon","Linn County",27,2022,6,22,"2022-06-22","2022-06-22 9:15","2022-06-22 9:23",8,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"27_1","RACA","adult",NA,NA
"Site 23 - Middle Quartzville Creek",44.568514,-122.403601,422,"Oregon","Linn County",27,2022,6,22,"2022-06-22","2022-06-22 9:15","2022-06-22 9:23",8,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"27_1","RACA","juvenile",NA,NA
"Site 23 - Middle Quartzville Creek",44.568514,-122.403601,422,"Oregon","Linn County",27,2022,6,22,"2022-06-22","2022-06-22 9:15","2022-06-22 9:23",8,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"27_1","RACA","larva",NA,NA
"Site 23 - Middle Quartzville Creek",44.568514,-122.403601,422,"Oregon","Linn County",27,2022,6,22,"2022-06-22","2022-06-22 9:15","2022-06-22 9:23",8,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"27_1","RHCA","adult",NA,NA
"Site 23 - Middle Quartzville Creek",44.568514,-122.403601,422,"Oregon","Linn County",27,2022,6,22,"2022-06-22","2022-06-22 9:15","2022-06-22 9:23",8,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"27_1","RHCA","juvenile",NA,NA
"Site 23 - Middle Quartzville Creek",44.568514,-122.403601,422,"Oregon","Linn County",27,2022,6,22,"2022-06-22","2022-06-22 9:15","2022-06-22 9:23",8,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"27_1","RHCA","larva",NA,NA
"Site 23 - Middle Quartzville Creek",44.568514,-122.403601,422,"Oregon","Linn County",27,2022,6,22,"2022-06-22","2022-06-22 9:15","2022-06-22 9:23",8,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"27_1","TAGR","adult",NA,NA
"Site 23 - Middle Quartzville Creek",44.568514,-122.403601,422,"Oregon","Linn County",27,2022,6,22,"2022-06-22","2022-06-22 9:15","2022-06-22 9:23",8,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"27_1","TAGR","juvenile",NA,NA
"Site 23 - Middle Quartzville Creek",44.568514,-122.403601,422,"Oregon","Linn County",27,2022,6,22,"2022-06-22","2022-06-22 9:15","2022-06-22 9:23",8,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"27_1","TAGR","larva",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","ASTR","adult",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","ASTR","juvenile",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","ASTR","larva",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","BAWR","adult",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","BAWR","juvenile",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","BAWR","larva",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","DICO","adult",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","DICO","juvenile",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","DICO","larva",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","DITE","adult",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","DITE","juvenile",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","DITE","larva",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","ENES","adult",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","ENES","juvenile",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","ENES","larva",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","PLDU","adult",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","PLDU","juvenile",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","PLDU","larva",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","PLVE","adult",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","PLVE","juvenile",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","PLVE","larva",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","PSRE","adult",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","PSRE","juvenile",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","PSRE","larva",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","RAAU","adult",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","RAAU","juvenile",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","RAAU","larva",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","RACA","adult",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","RACA","juvenile",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","RACA","larva",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","RHCA","adult",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","RHCA","juvenile",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","RHCA","larva",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","TAGR","adult",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","TAGR","juvenile",NA,NA
"Site 24 - Middle Quartzville Creek",44.569309,-122.401839,504,"Oregon","Linn County",28,2022,6,22,"2022-06-22","2022-06-22 10:08","2022-06-22 10:18",10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,"first survey - dry",NA,"count",NA,1,"28_1","TAGR","larva",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","ASTR","adult",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","ASTR","juvenile",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","ASTR","larva",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","BAWR","adult",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","BAWR","juvenile",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","BAWR","larva",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","DICO","adult",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","DICO","juvenile",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","DICO","larva",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","DITE","adult",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","DITE","juvenile",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","DITE","larva",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","ENES","adult",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","ENES","juvenile",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","ENES","larva",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","PLDU","adult",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","PLDU","juvenile",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","PLDU","larva",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","PLVE","adult",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","PLVE","juvenile",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","PLVE","larva",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","PSRE","adult",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","PSRE","juvenile",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","PSRE","larva",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","RAAU","adult",NA,NA
"Site 25 - Middle Quartzville Creek",44.569651,-122.398854,557,"Oregon","Linn County",29,2022,6,22,"2022-06-22","2022-06-22 11:47","2022-06-22 11:47",0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium",NA,"first survey - dry",NA,"count",NA,1,"29_1","RAAU","juvenile",NA,NA
