"site.id","lat","lon","day","month","year","survey.conducted","survey.id","data.type","pass.id","species","age","individual.id","time.to.detect","accuracy_m","coordinate.info","notes","weather","air.temp","date","count","survey.pass"
876,44.286574,-72.992286,3,6,2003,1,1578,"PO",1,"DFUS","NR",NA,NA,NA,NA,NA,NA,NA,"6/3/2003",1,"1578_1"
876,44.286574,-72.992286,3,6,2003,1,1579,"PO",1,"DFUS","NR",NA,NA,NA,NA,NA,NA,NA,"6/3/2003",1,"1579_1"
781,44.163419,-73.013452,10,7,2004,1,1580,"PO",1,"DFUS","NR",NA,NA,50,"Lat long assigned by Matt Gorton using GE.",NA,NA,NA,"7/10/2004",1,"1580_1"
825,44.231105,-73.016888,28,6,2008,1,1581,"PO",1,"DFUS","NR",NA,NA,8000,"Town only. Lat and long added by S.C. using G.E. For entire town of Starksboro.","Weather History: Warm and wet","Partly cloudy",25,"6/28/2008",1,"1581_1"
825,44.231105,-73.016888,28,6,2008,1,1582,"PO",1,"DFUS","NR",NA,NA,8000,"Town only. Lat and long added by S.C. using G.E. For entire town of Starksboro.","Weather History: Warm and wet","Partly cloudy",25,"6/28/2008",1,"1582_1"
825,44.231105,-73.016888,28,6,2008,1,1583,"PO",1,"DFUS","NR",NA,NA,8000,"Town only. Lat and long added by S.C. using G.E. For entire town of Starksboro.","Weather History: Warm and wet","Partly cloudy",25,"6/28/2008",1,"1583_1"
825,44.231105,-73.016888,28,6,2008,1,1584,"PO",1,"DFUS","NR",NA,NA,8000,"Town only. Lat and long added by S.C. using G.E. For entire town of Starksboro.","Weather History: Warm and wet","Partly cloudy",25,"6/28/2008",1,"1584_1"
825,44.231105,-73.016888,28,6,2008,1,1585,"PO",1,"DFUS","NR",NA,NA,8000,"Town only. Lat and long added by S.C. using G.E. For entire town of Starksboro.","Weather History: Warm and wet","Partly cloudy",25,"6/28/2008",1,"1585_1"
812,44.207747,-72.961194,1,9,2012,1,1586,"PO",1,"DFUS","NR",NA,NA,200,"Lat long assigned by Matt Gorton using GE.","Camels’ Hump State Forest south of Stave Brook along border with Starksboro. Accessed from Route 17 via small access road.
","Clear",23,"9/1/2012",1,"1586_1"
812,44.207747,-72.961194,1,9,2012,1,1587,"PO",1,"DFUS","NR",NA,NA,200,"Lat long assigned by Matt Gorton using GE.","Camels’ Hump State Forest south of Stave Brook along border with Starksboro. Accessed from Route 17 via small access road.
","Clear",23,"9/1/2012",1,"1587_1"
812,44.207747,-72.961194,1,9,2012,1,1588,"PO",1,"DFUS","NR",NA,NA,200,"Lat long assigned by Matt Gorton using GE.","Camels’ Hump State Forest south of Stave Brook along border with Starksboro. Accessed from Route 17 via small access road.
","Clear",23,"9/1/2012",1,"1588_1"
837,44.245872,-72.968143,8,7,2020,1,1589,"PO",1,"DFUS","NR",NA,NA,100,"Lat and long added by C.B. using Google Earth. ",NA,NA,NA,"7/8/2020",1,"1589_1"
793,44.178333,-72.96325,15,5,2021,1,1590,"PO",1,"DFUS","NR",NA,NA,50,"Lat long assigned by observer","JA: photo, town is Starksboro.",NA,NA,"5/15/2021",1,"1590_1"
793,44.178333,-72.96325,15,5,2021,1,1591,"PO",1,"DFUS","NR",NA,NA,50,"Lat long assigned by observer","JA: photo, town is Starksboro.",NA,NA,"5/15/2021",1,"1591_1"
472,43.7885,-72.76525,19,6,2014,1,1592,"PO",1,"DFUS","NR",NA,NA,NA,NA,NA,"Sunny, Warm",22,"6/19/2014",1,"1592_1"
472,43.7885,-72.76525,19,6,2014,1,1593,"PO",1,"DFUS","NR",NA,NA,NA,NA,NA,"Sunny, Warm",22,"6/19/2014",1,"1593_1"
472,43.7885,-72.76525,19,6,2014,1,1594,"PO",1,"DFUS","NR",NA,NA,NA,NA,NA,"Sunny, Warm",22,"6/19/2014",1,"1594_1"
472,43.7885,-72.76525,19,6,2014,1,1595,"PO",1,"DFUS","NR",NA,NA,NA,NA,NA,"Sunny, Warm",22,"6/19/2014",1,"1595_1"
472,43.7885,-72.76525,19,6,2014,1,1596,"PO",1,"DFUS","NR",NA,NA,NA,NA,NA,"Sunny, Warm",22,"6/19/2014",1,"1596_1"
472,43.7885,-72.76525,19,6,2014,1,1597,"PO",1,"DFUS","NR",NA,NA,NA,NA,NA,"Sunny, Warm",22,"6/19/2014",1,"1597_1"
472,43.7885,-72.76525,19,6,2014,1,1598,"PO",1,"DFUS","NR",NA,NA,NA,NA,NA,"Sunny, Warm",22,"6/19/2014",1,"1598_1"
432,43.75,-72.782,19,6,2014,1,1599,"PO",1,"DFUS","NR",NA,NA,NA,NA,NA,"Sunny, Warm",22,"6/19/2014",1,"1599_1"
992,44.45837,-72.69953,28,4,2012,1,1600,"PO",1,"DFUS","juvenile",NA,NA,500,"Lat and long added by CB using GE","Weather History: Early spring (March), then dry, 2nd spring rain cold last few days.","Clear",0,"4/28/2012",1,"1600_1"
992,44.45837,-72.69953,28,4,2012,1,1601,"PO",1,"DFUS","adult",NA,NA,500,"Lat and long added by CB using GE","Weather History: Early spring (March), then dry, 2nd spring rain cold last few days.","Clear",0,"4/28/2012",1,"1601_1"
1017,44.512021,-72.762456,14,7,2017,1,1602,"PO",1,"DFUS","NR",NA,NA,500,"Lat and long added by C.B. using Google Earth. ",NA,NA,NA,"7/14/2017",1,"1602_1"
1058,44.541529,-72.716853,17,7,2017,1,1603,"PO",1,"DFUS","NR",NA,NA,402,"Lat and long added by C.B. using Google Earth.",NA,NA,NA,"7/17/2017",1,"1603_1"
1058,44.541529,-72.716853,17,7,2017,1,1604,"PO",1,"DFUS","NR",NA,NA,402,"Lat and long added by C.B. using Google Earth.",NA,NA,NA,"7/17/2017",1,"1604_1"
1058,44.541529,-72.716853,17,7,2017,1,1605,"PO",1,"DFUS","NR",NA,NA,402,"Lat and long added by C.B. using Google Earth.",NA,NA,NA,"7/17/2017",1,"1605_1"
536,43.880029,-72.299492,5,6,2013,1,1606,"PO",1,"DFUS","NR",NA,NA,NA,"Lat./Long. given by observer","Have found dusky salamanders and two- lines in this area in other years.",NA,NA,"6/5/2013",1,"1606_1"
524,43.857341,-72.439826,7,8,2018,1,1607,"PO",1,"DFUS","NR",NA,NA,NA,"Lat and long provided by observer.",NA,NA,NA,"8/7/2018",1,"1607_1"
524,43.857341,-72.439826,8,8,2018,1,1608,"PO",1,"DFUS","NR",NA,NA,NA,"Lat and long provided by observer.",NA,NA,NA,"8/8/2018",1,"1608_1"
522,43.854188,-72.367259,8,10,2020,1,1609,"PO",1,"DFUS","NR",NA,NA,100,"Lat and long added by C.B. using GE",NA,NA,NA,"10/8/2020",1,"1609_1"
522,43.854188,-72.367259,8,10,2020,1,1610,"PO",1,"DFUS","NR",NA,NA,100,"Lat and long added by C.B. using GE",NA,NA,NA,"10/8/2020",1,"1610_1"
96,43.0378,-72.98942,8,7,2019,1,1611,"PO",1,"DFUS","adult",NA,NA,30,"Lat and long added by J.A. using Google Earth. ","Weather History: hot and dry week or so, some rain 2 days ago.
","clear and sunny",23,"7/8/2019",1,"1611_1"
438,43.752807,-73.13541,23,9,1993,1,1612,"PO",1,"DFUS","juvenile",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"light rain",20,"9/23/1993",1,"1612_1"
438,43.752807,-73.13541,2,7,1996,1,1613,"PO",1,"DFUS","NR",NA,NA,100,"Lat longs added by us using Google Earth.",NA,"Hot, humid, sunny",NA,"7/2/1996",1,"1613_1"
436,43.752738,-73.135284,15,8,1997,1,1614,"PO",1,"DFUS","NR",NA,NA,90,"Lat long assigned by Matt Gorton using GE. Approximate location centered on VAYC","Temperature in the 70’s Fahrenheit","Sunny",22,"8/15/1997",1,"1614_1"
436,43.752738,-73.135284,15,8,1997,1,1615,"PO",1,"DFUS","NR",NA,NA,90,"Lat long assigned by Matt Gorton using GE. Approximate location centered on VAYC.","Temperature in the 70’s Fahrenheit","Sunny",22,"8/15/1997",1,"1615_1"
436,43.752738,-73.135284,15,8,1997,1,1616,"PO",1,"DFUS","NR",NA,NA,90,"Lat long assigned by Matt Gorton using GE. Approximate location centered on VAYC.","Temperature in the 70’s Fahrenheit
","Sunny",22,"8/15/1997",1,"1616_1"
435,43.752021,-73.134946,15,8,1998,1,1617,"PO",1,"DFUS","NR",NA,NA,80,"Lat long assigned by Matt Gorton using GE.","2 Duskys were found within 50 steps.",NA,NA,"8/15/1998",1,"1617_1"
435,43.752021,-73.134946,15,8,1998,1,1618,"PO",1,"DFUS","NR",NA,NA,80,"Lat long assigned by Matt Gorton using GE.","2 Duskys were found within 50 steps.",NA,NA,"8/15/1998",1,"1618_1"
438,43.752807,-73.13541,14,5,2003,1,1619,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"Cool, light rain. Rain and clouds for the last 3 days.",15,"5/14/2003",1,"1619_1"
438,43.752807,-73.13541,14,5,2003,1,1620,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"Cool, light rain. Rain and clouds for the last 3 days.",15,"5/14/2003",1,"1620_1"
438,43.752807,-73.13541,20,5,2004,1,1621,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"partly cloudy",NA,"5/20/2004",1,"1621_1"
438,43.752807,-73.13541,20,5,2004,1,1622,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"partly cloudy",NA,"5/20/2004",1,"1622_1"
438,43.752807,-73.13541,20,5,2004,1,1623,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"partly cloudy",NA,"5/20/2004",1,"1623_1"
438,43.752807,-73.13541,20,5,2004,1,1624,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"partly cloudy",NA,"5/20/2004",1,"1624_1"
438,43.752807,-73.13541,20,5,2004,1,1625,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"High thin clouds",18,"5/20/2004",1,"1625_1"
438,43.752807,-73.13541,20,5,2004,1,1626,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"High thin clouds",18,"5/20/2004",1,"1626_1"
438,43.752807,-73.13541,20,5,2004,1,1627,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"High thin clouds",18,"5/20/2004",1,"1627_1"
438,43.752807,-73.13541,20,5,2004,1,1628,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"High thin clouds",18,"5/20/2004",1,"1628_1"
438,43.752807,-73.13541,20,5,2004,1,1629,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"High thin clouds",18,"5/20/2004",1,"1629_1"
438,43.752807,-73.13541,19,5,2005,1,1630,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","
","Sunny",10,"5/19/2005",1,"1630_1"
438,43.752807,-73.13541,19,5,2005,1,1631,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","
","Sunny",10,"5/19/2005",1,"1631_1"
438,43.752807,-73.13541,19,5,2005,1,1632,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","
","Sunny",10,"5/19/2005",1,"1632_1"
438,43.752807,-73.13541,19,5,2005,1,1633,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Sunny and no rain last 4 days.","Clear, warm",13,"5/19/2005",1,"1633_1"
438,43.752807,-73.13541,19,5,2005,1,1634,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Sunny and no rain last 4 days.","Clear, warm",13,"5/19/2005",1,"1634_1"
438,43.752807,-73.13541,19,5,2005,1,1635,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Sunny and no rain last 4 days.

Proportions seem unlikely.  Not included in lenght charts (JA).","Clear, warm",13,"5/19/2005",1,"1635_1"
438,43.752807,-73.13541,18,5,2006,1,1636,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"Partly cloudy",NA,"5/18/2006",1,"1636_1"
438,43.752807,-73.13541,18,5,2006,1,1637,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"Partly cloudy",NA,"5/18/2006",1,"1637_1"
438,43.752807,-73.13541,18,5,2006,1,1638,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"Partly cloudy",NA,"5/18/2006",1,"1638_1"
438,43.752807,-73.13541,18,5,2006,1,1639,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"Partly cloudy",NA,"5/18/2006",1,"1639_1"
438,43.752807,-73.13541,18,5,2006,1,1640,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"Partly cloudy",NA,"5/18/2006",1,"1640_1"
437,43.752803,-73.135107,18,5,2006,1,1641,"PO",1,"DFUS","NR",NA,NA,90,"Lat long assigned by Matt Gorton using GE.",NA,"Rainy",NA,"5/18/2006",1,"1641_1"
438,43.752807,-73.13541,17,5,2007,1,1642,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"Overcast, cool",NA,"5/17/2007",1,"1642_1"
438,43.752807,-73.13541,14,5,2009,1,1643,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"Overcast",NA,"5/14/2009",1,"1643_1"
438,43.752807,-73.13541,14,5,2009,1,1644,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"Overcast",NA,"5/14/2009",1,"1644_1"
438,43.752807,-73.13541,14,5,2009,1,1645,"PO",1,"DFUS","juvenile",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"Overcast",NA,"5/14/2009",1,"1645_1"
438,43.752807,-73.13541,14,5,2009,1,1646,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"Overcast",NA,"5/14/2009",1,"1646_1"
438,43.752807,-73.13541,14,5,2009,1,1647,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,NA,NA,"5/14/2009",1,"1647_1"
438,43.752807,-73.13541,14,5,2009,1,1648,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,NA,NA,"5/14/2009",1,"1648_1"
438,43.752807,-73.13541,14,5,2009,1,1649,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,NA,NA,"5/14/2009",1,"1649_1"
438,43.752807,-73.13541,14,5,2009,1,1650,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Weather History: Warm and sunny the past three days","Cloudy, rainy",18,"5/14/2009",1,"1650_1"
438,43.752807,-73.13541,14,5,2009,1,1651,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Weather History: Warm and sunny the past three days","Cloudy, rainy",18,"5/14/2009",1,"1651_1"
438,43.752807,-73.13541,14,5,2009,1,1652,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Weather History: Warm and sunny the past three days","Cloudy, rainy",18,"5/14/2009",1,"1652_1"
438,43.752807,-73.13541,14,5,2009,1,1653,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Weather History: Warm and sunny the past three days","Cloudy, rainy",18,"5/14/2009",1,"1653_1"
438,43.752807,-73.13541,14,5,2009,1,1654,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Weather History: Warm and sunny the past three days","Cloudy, rainy",18,"5/14/2009",1,"1654_1"
438,43.752807,-73.13541,14,5,2009,1,1655,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Weather History: Warm and sunny the past three days","Cloudy, rainy",18,"5/14/2009",1,"1655_1"
438,43.752807,-73.13541,14,5,2009,1,1656,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"Overcast",18,"5/14/2009",1,"1656_1"
438,43.752807,-73.13541,14,5,2009,1,1657,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"Overcast",18,"5/14/2009",1,"1657_1"
438,43.752807,-73.13541,14,5,2009,1,1658,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.",NA,"Overcast",18,"5/14/2009",1,"1658_1"
438,43.752807,-73.13541,20,5,2010,1,1659,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Weather History: Rain previous 30 hours ending ~17:00 yesterday.","Partly cloudy",29,"5/20/2010",1,"1659_1"
438,43.752807,-73.13541,20,5,2010,1,1660,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Weather History: Rain previous 30 hours ending ~17:00 yesterday.","Partly cloudy",29,"5/20/2010",1,"1660_1"
438,43.752807,-73.13541,20,5,2010,1,1661,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Weather History: Rain previous 30 hours ending ~17:00 yesterday.","Partly cloudy",29,"5/20/2010",1,"1661_1"
438,43.752807,-73.13541,27,5,2011,1,1662,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Weather History: warm and sunny, thunderstorms last night","Warm and sunny",21,"5/27/2011",1,"1662_1"
438,43.752807,-73.13541,27,5,2011,1,1663,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Weather History: warm and sunny, thunderstorms last night","Warm and sunny",21,"5/27/2011",1,"1663_1"
438,43.752807,-73.13541,27,5,2011,1,1664,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Weather History: sun and some rain","Sunny",26,"5/27/2011",1,"1664_1"
438,43.752807,-73.13541,27,5,2011,1,1665,"PO",1,"DFUS","adult",NA,NA,1609,"Lat longs added by us using Google Earth.","Weather History: sun and some rain","Sunny",26,"5/27/2011",1,"1665_1"
438,43.752807,-73.13541,27,5,2011,1,1666,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Weather History: Thunderstorm rain last night, humid, sunny with some cloudy cover.",NA,NA,"5/27/2011",1,"1666_1"
438,43.752807,-73.13541,27,5,2011,1,1667,"PO",1,"DFUS","NR",NA,NA,1609,"Lat longs added by us using Google Earth.","Weather History: Thunderstorm rain last night, humid, sunny with some cloudy cover.",NA,NA,"5/27/2011",1,"1667_1"
438,43.752807,-73.13541,27,5,2011,1,1668,"PO",1,"DFUS","NR",NA,NA,100,"Lat longs added by us using Google Earth.","Weather History: Thunderstorm rain last night, humid, sunny with some cloudy cover.",NA,NA,"5/27/2011",1,"1668_1"
95,43.027772,-73.063706,21,5,2003,1,1669,"PO",1,"DFUS","NR",NA,NA,NA,NA,NA,NA,NA,"5/21/2003",1,"1669_1"
95,43.027772,-73.063706,21,5,2003,1,1670,"PO",1,"DFUS","NR",NA,NA,NA,NA,NA,NA,NA,"5/21/2003",1,"1670_1"
109,43.057014,-73.064483,10,6,2021,1,1671,"PO",1,"DFUS","NR",NA,NA,50,"Lat and long provided by observer, K.K. using GE","Weather History: Hot and dry 5 - 6 days ago, then rain (some) past 2  - 3 days.","partly cloudy",19,"6/10/2021",1,"1671_1"
132,43.118616,-73.116438,26,10,2022,1,1672,"PO",1,"DFUS","NR",NA,NA,215,"Lat and long added by CB using GE","KK: 
Question about town - this address is actually in Sunderland, even though she mentions Arlington. The house is just south of the town line, so it is possible that these were in Arlington. KK chose to list them as in Sunderland.
",NA,NA,"10/26/2022",1,"1672_1"
1130,44.69521,-72.074039,18,5,2001,1,1673,"PO",1,"DFUS","NR",NA,NA,805,"Lat and long added by C.B. using Google Earth.",NA,NA,NA,"5/18/2001",1,"1673_1"
487,43.81777,-72.300739,25,6,1994,1,1674,"PO",1,"DFUS","NR",NA,NA,300,"Lat and long added by C.B. using GE",NA,"overcast, damp",NA,"6/25/1994",1,"1674_1"
487,43.81777,-72.300739,25,6,1994,1,1675,"PO",1,"DFUS","NR",NA,NA,300,"Lat and long added by C.B. using GE",NA,"overcast, damp",NA,"6/25/1994",1,"1675_1"
262,43.444863,-73.053963,30,6,1991,1,1676,"PO",1,"DFUS","NR",NA,NA,7100,"Town only. Lat long assigned by Matt Gorton using GE.","Observed along a small brook",NA,NA,"6/30/1991",1,"1676_1"
262,43.444863,-73.053963,30,6,1991,1,1677,"PO",1,"DFUS","NR",NA,NA,7100,"Town only. Lat long assigned by Matt Gorton using GE.","Observed along a small brook",NA,NA,"6/30/1991",1,"1677_1"
262,43.444863,-73.053963,30,6,1991,1,1678,"PO",1,"DFUS","NR",NA,NA,7100,"Town only. Lat long assigned by Matt Gorton using GE.","Observed along a small brook",NA,NA,"6/30/1991",1,"1678_1"
262,43.444863,-73.053963,30,6,1991,1,1679,"PO",1,"DFUS","NR",NA,NA,7100,"Town only. Lat long assigned by Matt Gorton using GE.","Observed along a small brook",NA,NA,"6/30/1991",1,"1679_1"
262,43.444863,-73.053963,30,6,1991,1,1680,"PO",1,"DFUS","NR",NA,NA,7100,"Town only. Lat long assigned by Matt Gorton using GE.","Observed along a small brook",NA,NA,"6/30/1991",1,"1680_1"
262,43.444863,-73.053963,30,6,1991,1,1681,"PO",1,"DFUS","NR",NA,NA,7100,"Town only. Lat long assigned by Matt Gorton using GE.","Observed along a small brook",NA,NA,"6/30/1991",1,"1681_1"
262,43.444863,-73.053963,30,6,1991,1,1682,"PO",1,"DFUS","NR",NA,NA,7100,"Town only. Lat long assigned by Matt Gorton using GE.","Observed along a small brook",NA,NA,"6/30/1991",1,"1682_1"
276,43.459902,-73.080636,27,4,1999,1,1683,"PO",1,"DFUS","NR",NA,NA,20,"Lat long assigned by Matt Gorton using GE.","Length 10 centimeters, weight 4 grams. Other species seen: Dusky, two-lined, and a redback salamander.

Originally had photos, however, we had more recent photos from this town. So we disposed of those photos and changed the status to sight.","Sunny, windy",NA,"4/27/1999",1,"1683_1"
246,43.409361,-73.052354,20,6,2001,1,1684,"PO",1,"DFUS","juvenile",NA,NA,50,"Lat long added by KK using GE.",NA,"Mostly cloudy",25.5,"6/20/2001",1,"1684_1"
246,43.409361,-73.052354,20,6,2001,1,1685,"PO",1,"DFUS","juvenile",NA,NA,50,"Lat long added by KK using GE.",NA,"Mostly cloudy",25.5,"6/20/2001",1,"1685_1"
281,43.467729,-73.032487,2,7,2004,1,1686,"PO",1,"DFUS","NR",NA,NA,1710,"Lat long assigned by Matt Gorton using GE.",NA,"sunny",27,"7/2/2004",1,"1686_1"
281,43.467729,-73.032487,2,7,2004,1,1687,"PO",1,"DFUS","NR",NA,NA,1710,"Lat long assigned by Matt Gorton using GE.",NA,"sunny",27,"7/2/2004",1,"1687_1"
281,43.467729,-73.032487,2,7,2004,1,1688,"PO",1,"DFUS","NR",NA,NA,1710,"Lat long assigned by Matt Gorton using GE.",NA,"sunny",27,"7/2/2004",1,"1688_1"
281,43.467729,-73.032487,2,7,2004,1,1689,"PO",1,"DFUS","NR",NA,NA,1710,"Lat long assigned by Matt Gorton using GE.",NA,"sunny",27,"7/2/2004",1,"1689_1"
281,43.467729,-73.032487,2,7,2004,1,1690,"PO",1,"DFUS","NR",NA,NA,1710,"Lat long assigned by Matt Gorton using GE.",NA,"sunny",27,"7/2/2004",1,"1690_1"
259,43.441999,-73.096168,21,7,2021,1,1691,"PO",1,"DFUS","NR",NA,NA,250,"Lat long assigned by Matt Gorton using GE.",NA,"Rain",22,"7/21/2021",1,"1691_1"
259,43.441999,-73.096168,21,7,2021,1,1692,"PO",1,"DFUS","NR",NA,NA,250,"Lat long assigned by Matt Gorton using GE.",NA,"Rain",22,"7/21/2021",1,"1692_1"
748,44.126873,-72.304372,9,11,2021,1,1693,"PO",1,"DFUS","adult",NA,NA,100,"Lat long assigned by Matt Gorton using GE.","Weather History: Fairly warm past 2 days: rain ~9 days ago.","Partly Cloudy",12.8,"11/9/2021",1,"1693_1"
134,43.123184,-72.68586,18,9,2003,1,1694,"PO",1,"DFUS","NR",NA,NA,20,"C.B. using Google Earth",NA,"Partly cloudy",21,"9/18/2003",1,"1694_1"
134,43.123184,-72.68586,18,9,2003,1,1695,"PO",1,"DFUS","NR",NA,NA,20,"C.B. using Google Earth",NA,"Partly cloudy",21,"9/18/2003",1,"1695_1"
134,43.123184,-72.68586,18,9,2003,1,1696,"PO",1,"DFUS","NR",NA,NA,20,"C.B. using Google Earth",NA,"Partly cloudy",21,"9/18/2003",1,"1696_1"
1229,44.972855,-72.385927,29,7,2002,1,1697,"PO",1,"DFUS","NR",NA,NA,150,"Lat and Long added by Sarah Clarke using GE.",NA,"Overcast",25,"7/29/2002",1,"1697_1"
1229,44.972855,-72.385927,29,7,2002,1,1698,"PO",1,"DFUS","NR",NA,NA,150,"Lat and Long added by Sarah Clarke using GE.",NA,"Overcast",25,"7/29/2002",1,"1698_1"
1199,44.87588,-72.36929,15,3,2016,1,1699,"PO",1,"DFUS","NR",NA,NA,NA,"Lat and long given by observer.",NA,NA,NA,"3/15/2016",1,"1699_1"
1200,44.879975,-72.374367,30,3,2016,1,1700,"PO",1,"DFUS","NR",NA,NA,NA,"Lat and long given by observer.",NA,NA,NA,"3/30/2016",1,"1700_1"
561,43.920372,-72.4408,15,6,2001,1,1701,"PO",1,"DFUS","adult",NA,NA,200,"Lat and long added by CB using GE",NA,"Clear",27,"6/15/2001",1,"1701_1"
561,43.920372,-72.4408,15,6,2001,1,1702,"PO",1,"DFUS","adult",NA,NA,200,"Lat and long added by CB using GE",NA,"Clear",27,"6/15/2001",1,"1702_1"
1035,44.52525,-72.86801,9,7,1991,1,1703,"PO",1,"DFUS","NR",NA,NA,50,"Lat and long added by K. Riemer.",NA,"Clear, sunny",15,"7/9/1991",1,"1703_1"
1037,44.526147,-72.872143,8,5,1992,1,1704,"PO",1,"DFUS","NR",NA,NA,50,NA,NA,"Clear",24,"5/8/1992",1,"1704_1"
1035,44.52525,-72.86801,21,6,1992,1,1705,"PO",1,"DFUS","NR",NA,NA,50,"Lat and long added by K. Riemer.",NA,"Overcast",13,"6/21/1992",1,"1705_1"
1035,44.52525,-72.86801,21,6,1992,1,1706,"PO",1,"DFUS","NR",NA,NA,50,"Lat and long added by K. Riemer.",NA,"Overcast",13,"6/21/1992",1,"1706_1"
1035,44.52525,-72.86801,21,6,1992,1,1707,"PO",1,"DFUS","NR",NA,NA,50,"Lat and long added by K. Riemer.",NA,"Overcast",13,"6/21/1992",1,"1707_1"
1037,44.526147,-72.872143,29,6,1992,1,1708,"PO",1,"DFUS","NR",NA,NA,50,NA,NA,"Sunny",25,"6/29/1992",1,"1708_1"
1037,44.526147,-72.872143,29,6,1992,1,1709,"PO",1,"DFUS","NR",NA,NA,50,NA,NA,"Sunny",25,"6/29/1992",1,"1709_1"
1035,44.52525,-72.86801,6,5,1993,1,1710,"PO",1,"DFUS","NR",NA,NA,50,"Lat and long added by K. Riemer.",NA,"sunny, scattered clouds",15,"5/6/1993",1,"1710_1"
1035,44.52525,-72.86801,6,5,1993,1,1711,"PO",1,"DFUS","NR",NA,NA,50,"Lat and long added by K. Riemer.",NA,"sunny, scattered clouds",15,"5/6/1993",1,"1711_1"
1035,44.52525,-72.86801,6,5,1993,1,1712,"PO",1,"DFUS","NR",NA,NA,50,"Lat and long added by K. Riemer.",NA,"sunny, scattered clouds",15,"5/6/1993",1,"1712_1"
